,Keywords,Coherence c_v
38,"['causal', 'causality', 'causally', 'confounders', 'unobserved', 'inference', 'discovery', 'observational', 'data', 'inferring']",0.6503731879819343
39,"['ctm_remote_sensing_change_detection', 'cnn', 'changes', 'changeanywhere', 'change', 'detection', 'features', 'sensing', 'imagery', 'mapchange']",0.37534828652104046
40,"['forecast', 'forecasts', 'forecasting', 'meteorological', 'weather', 'climate', 'ensembles', 'prediction', 'predictions', 'precipitation']",0.8267338052733235
41,"['clusterings', 'clustering', 'cluster', 'clusters', 'clustered', 'dbscan', 'algorithms', 'algorithm', 'hpclust', 'unsupervised']",0.5942267506028457
42,"['neural', 'fmri', 'brains', 'brain', 'cognitive', 'language', 'neuroscience', 'representations', 'brainscore', 'iq']",0.4412907689811842
43,"['rhythms', 'synchronization', 'oscillators', 'oscillating', 'synchronize', 'oscillator', 'bifurcation', 'fluctuations', 'dynamics', 'synchronized']",0.31589966828090577
44,"['transcriptomics', 'transcriptomic', 'transcriptome', 'rna', 'bioinformatics', 'cell', 'cells', 'gene', 'genes', 'cellular']",0.8387508728196733
45,"['molecular', 'molecule', 'molecules', 'ligands', 'proteins', 'ligand', 'protein', 'receptor', 'modeling', 'models']",0.7939587531635713
46,"['phylogenies', 'protolanguage', 'phylogenetics', 'phylogenetic', 'linguistics', 'ancestral', 'linguists', 'ancestor', 'phonetic', 'linguistic']",0.29764706651125866
47,"['vision', 'driving', 'lanesegnet', 'trafficvlm', 'vehicles', 'cameras', 'camera', 'vehicle', 'hdmaps', 'road']",0.4214008307691285
48,"['crop', 'agriculture', 'agricultural', 'crops', 'cnn', 'farming', 'images', 'livestock', 'vision', 'image']",0.6492795014065521
49,"['attention', 'tokenizers', 'tokenizer', 'tokenization', 'representations', 'recognition', 'imagenet', 'vision', 'visual', 'representation']",0.48521929986103374
50,"['faces', 'facial', 'face', 'recognition', 'classifiers', 'biometrics', 'biometric', 'generative', 'siamese', 'classifier']",0.42240940365672686
51,"['3d', 'scenes', 'scene', 'depth', 'viewpoints', 'generative', 'rendering', 'view', '3dgs', 'viewpoint']",0.6881036258429695
52,"['forgetting', 'continual', 'learning', 'retention', 'learned', 'memory', 'forget', 'learn', 'continually', 'retaining']",0.6721816657260075
53,"['chatbots', 'chatbot', 'conversational', 'conversation', 'chat', 'chatatc', 'ai', 'prompts', 'assistant', 'eliza']",0.5661976894887142
54,"['conversational', 'retrieval', 'conversations', 'conversation', 'searchers', 'search', 'dialogue', 'queries', 'chat', 'seeking']",0.5573406377553151
55,"['prompts', 'prompt', 'prompting', 'promptwizard', 'language', 'automatic', 'feedback', 'instruction', 'tasks', 'examples']",0.5498672677146945
56,"['cultural', 'cultures', 'culturally', 'culturalvqa', 'culture', 'cultureadapt', 'multicultural', 'recognizing', 'captioning', 'multilingual']",0.6260797870009505
57,"['malware', 'adversarial', 'malicious', 'ransomware', 'antivirus', 'classifiers', 'classifier', 'cybersecurity', 'executable', 'obfuscation']",0.5318840292556941
58,"['twins', 'twinning', 'twin', 'digital', 'cyber', 'ai', 'cybersecurity', 'network', 'replicas', 'technologies']",0.5661865833626895
59,"['augmentation', 'mixup', 'mix', 'learning', 'mixing', 'trained', 'mixda', 'classifier', 'augmix', 'generalization']",0.3639345762079295
60,"['imputations', 'imputation', 'missingness', 'imputing', 'imputed', 'completion', 'missforestpredict', 'datasets', 'imputes', 'impute']",0.5013788435041906
61,"['chartmimic', 'charts', 'visualizations', 'visual', 'chartformer', 'chart', 'chartcheck', 'visualization', 'chartqa', 'flowcharts']",0.5173385519006436
62,"['optimality', 'optimal', 'reinforcement', 'mdps', 'reward', 'mdp', 'complexity', 'markov', 'minimax', 'discount']",0.7509913332897467
63,"['optimizing', 'optimization', 'hyperparameters', 'deepsdp', 'multitask', 'learning', 'hyperparameter', 'minimization', 'regularization', 'algorithms']",0.4220583894317258
64,"['deepfake', 'deepfakes', 'multimodal', 'faceforensics', 'detecting', 'detection', 'embedders', 'dataset', 'datasets', 'faces']",0.47690949039346514
65,"['neural', 'networks', 'regularization', 'neurons', 'relu', 'gradient', 'resnets', 'layers', 'weights', 'approximation']",0.5936256600466384
66,"['cnn', 'cnns', 'defects', 'features', 'feature', 'defect', 'inspection', 'classification', 'visual', 'yolov5']",0.6082656737244666
67,"['cnn', 'segmentation', 'cnns', 'segmentations', 'segmenting', 'supervised', 'deep', 'convolutional', 'attention', 'ultrasound']",0.6171868720414853
68,"['softmax', 'imagenet', 'classification', 'detection', 'accuracy', 'datasets', 'deep', 'ood', 'robust', 'neural']",0.4883362124815004
69,"['depressive', 'depression', 'tweets', 'twitter', 'cnn', 'nlp', 'depressed', 'facebook', 'suicide', 'lstm']",0.44229583519859095
70,"['circuits', 'circuitsynth', 'analogcoder', 'circuitvae', 'hardware', 'circuit', 'analog', 'chip', 'transistor', 'engineers']",0.520313488122222
71,"['privacy', 'private', 'privately', 'sgd', 'differentially', 'public', 'gradients', 'leakage', 'protection', 'algorithms']",0.7044407130069243
72,"['denoising', 'inverse', 'inverses', 'diffusion', 'regularization', 'inversion', 'denoiser', 'regularisation', 'iterative', 'priors']",0.45252327886854343
73,"['imagenet', 'robust_dm_generated_image_detection', 'deepaugment', 'generative', 'imagenet_d', 'augmentation', 'encode', 'gan', 'augment', 'augmentations']",0.37425125425316075
74,"['graphs', 'graph_beta_diffusion', 'graph', 'graphebm', 'nodes', 'diffusion', 'graphaf', 'generative', 'edge', 'models']",0.36735387243925144
75,"['twinning', 'twin', 'twinlab', 'twins', 'modelization', 'modeling', 'neural', 'modelling', 'simulations', 'digital']",0.41142248320627284
76,"['pca', 'eigenvector', 'eigenspace', 'eigen', 'cpca', 'sparse', 'algorithms', 'spectral', 'matrix', 'eigenvalue']",0.47983236245460253
77,"['tweets', 'crisistransformers', 'twitter', 'microblogs', 'disasters', 'crises', 'tweet', 'disaster', 'crisisfacts', 'textual']",0.456739585854133
78,"['documentunderstanding', 'layoutllm', 'text', 'doclaynet', 'layouts', 'layout', 'document', 'textual', 'ocr', 'structured']",0.49592673814108035
79,"['offloading', 'vehicular', 'edge', 'congestion', 'scheduling', 'traffic', 'networks', 'vehicles', 'throughput', 'network']",0.6879305981651022
80,"['edge', 'efficientnetv2b0', 'memory', 'swapnet', 'edgeai', 'mobilenetv2', 'deep', 'dnn', 'devices', 'batteryless']",0.5032601923820801
81,"['adversarial', 'adaptation', 'supervised', 'domainnet', 'learn', 'features', 'feature', 'classification', 'training', 'regularization']",0.41394981169897554
82,"['hopfield', 'memory', 'retrieval', 'sparse', 'hop', '_softmax', 'efficient', 'sparsemap', 'storage', 'hop82']",0.5033441534601824
83,"['retrieval', 'nearest', 'search', 'locality', 'indexing', 'similarity', 'embeddings', 'hashing', 'algorithms', 'indexes']",0.5652178643277541
84,"['emotions', 'emotion', 'multimodal', 'emotional', 'utterances', 'conversations', 'dialogues', 'affective', 'contextual', 'arousal']",0.6772621014728981
85,"['forecast', 'solar', 'forecasting', 'forecasts', 'meteorological', 'photovoltaic', 'predicting', 'prediction', 'predict', 'renewable']",0.747137483593624
86,"['ensembles', 'treeshap', 'ensemble', 'boosting', 'forests', 'forest', 'trees', 'classification', 'tree', 'metatree']",0.6288418794592158
87,"['ontologies', 'ontology', 'ontological', 'semantic', 'ontologically', 'owl', 'rdf', 'owl2vec', 'entities', 'semantically']",0.60771313984949
88,"['entities', 'entity', 'matching', 'matched', 'records', 'match', 'record', 'matchers', 'linking', 'similarity']",0.4688873774482931
89,"['pollution', 'emissions', 'meteorological', 'environmental', 'predicting', 'forecasting', 'climate', 'aerosol', 'pollutants', 'pollutant']",0.7069449587192421
90,"['equivariance', 'symmetries', 'equivariant', 'invariance', 'invariants', 'symmetry', 'representations', 'cnns', 'convolutions', 'neural']",0.6460307140656906
91,"['mandarin', 'chinese', 'languages', 'linguistic', 'language', 'nlp', 'taiwanese', 'english', 'subjects', 'conversational']",0.575982982957312
92,"['explanations', 'networks', 'explainers', 'attention', 'subgraph', 'explainability', 'graphs', 'explaining', 'neural', 'explainer']",0.6013321402444523
93,"['saliency', 'salient', 'cnn', 'imagenet', 'explanations', 'neural', 'recognition', 'ai', 'classificationmetricsforimageexplanations', 'explainability']",0.510919193405678
94,"['explainability', 'explanations', 'interpretability', 'ai', 'explainers', 'interpretable', 'explaining', 'explainer', 'predictive', 'predictors']",0.6645797414448401
95,"['gaze', 'eyedentify', 'eye', 'eyes', 'ocular', 'saliency', 'pupil', 'visual', 'attention', 'viewing']",0.45577941232514096
96,"['fairness', 'unfairness', 'discrimination', 'discriminatory', 'bias', 'unfair', 'biases', 'equalized', 'classifiers', 'classifier']",0.7052924030570337
97,"['feature', 'features', 'supervised', 'selection', 'lasso', 'predictive', 'datasets', 'embedding', 'evaluator', 'selecting']",0.4288076972626829
98,"['federated', 'collaborative', 'learning', 'collaboratively', 'distributed', 'generalization', 'datasets', 'classifier', 'clients', 'sharing']",0.5946138255145565
99,"['adversarial', 'fedsecurity', 'adversary', 'datadefense', 'feddefender', 'malicious', 'attacks', 'federated', 'aggregators', 'adversaries']",0.4748915616744792
100,"['bloodstream', 'nanodevice', 'nanodevices', 'microvascular', 'bloodstreams', 'macrovascular', 'flow', 'nanotechnology', 'arterial', 'vivo']",0.20860710319694356
101,"['turbulent', 'flows', 'turbulence', 'flow', 'aerodynamic', 'reynolds', 'vortex', 'stokes', 'vorticity', 'fluids']",0.5930173115272088
102,"['recipes', 'cuisine', 'foods', 'recipe', 'recipemc', 'chef', 'food', 'culinary', 'meals', 'meal']",0.6287380106081335
103,"['fuzzy', 'sets', 'rough', 'soft', 'vague', 'granular', 'approximations', 'granularly', 'quantification', 'quantifier']",0.3127308425614127
104,"['games', 'strategy', 'strategic', 'game', 'equilibria', 'optimality', 'information', 'subgames', 'equilibrium', 'subgame']",0.5649319752953514
105,"['mixtures', 'mixture', 'clustering', 'likelihood', 'clusterability', 'gaussian', 'estimation', 'estimating', 'mixing', 'gmms']",0.5273270071989188
106,"['assessment', 'assessments', 'educational', 'education', 'academic', 'ai', 'academia', 'pedagogical', 'students', 'educators']",0.7677831973249267
107,"['gans', 'gan', 'generative', 'adversarial', 'flowgan', 'codegan', 'cgan', 'cyclegan', 'stylegan', 'inception']",0.5352896404089298
108,"['flow', 'flows', 'generative', 'modeling', 'perflow', 'diffusion', 'sde', 'denoising', 'stochastic', 'unnormalized']",0.5342760442152914
109,"['geolocalization', 'geolocators', 'geolocate', 'geolocating', 'geolocation', 'geoclip', 'geo', 'geospatial', 'geoestimation', 'geographic']",0.3586380817765301
110,"['communities', 'hypergraph', 'hypergraphs', 'subgraph', 'graphs', 'cluster', 'nodes', 'adjacency', 'clusters', 'clustering']",0.49591011067293705
111,"['graphprompt', 'graphs', 'graph4gui', 'subgraph', 'graph', 'networks', 'pretraining', 'pretext', 'pretexts', 'nodes']",0.41629395768421457
112,"['graphs', 'subgraph', 'networks', 'subgraphs', 'graph', 'nodes', 'node', 'vertices', 'neural', 'edge']",0.7825853836427119
113,"['networks', 'graphs', 'nodes', 'rnns', 'graph', 'temporal', 'rnn', 'node', 'prediction', 'embeddings']",0.6065862677631683
114,"['verilog', 'programmable', 'programming', 'hardware', 'verilogeval', 'generate', 'tools', 'automation', 'vhdl', 'veribug']",0.48799774203082863
115,"['activity', 'activities', 'wearable', 'sensing', 'tracking', 'fitness', 'pose', 'recognizing', 'recognition', 'datasets']",0.5095676188184067
116,"['humordb', 'funnynet', 'humor', 'humour', 'humorous', 'jokes', 'subtitles', 'laugh', 'funnier', 'laughter']",0.3498294648873198
117,"['rgb', 'camera', 'illumination', 'photography', 'dslr', 'cameras', 'srgb', 'brightness', 'dark', 'reflectance']",0.3956100419817403
118,"['denoising', 'restoration', 'imaging', 'diffusion', 'inpainting', 'reconstructions', 'generative', 'residual', 'jpeg', 'restored']",0.4956245100566067
119,"['convnets', 'cnn', 'imagenet', 'cnns', 'convnet', 'convolutions', 'attention', 'convolutional', 'vision', 'visual']",0.5714534284559984
120,"['imitation', 'reinforcement', 'mimic', 'demonstrations', 'imitate', 'learning', 'adversarial', 'cloning', 'reward', 'learned']",0.651001401300045
121,"['contextual', 'learning', 'context', 'attention', 'icl', 'transformers', 'classes', 'icll', 'icicl', 'predictor']",0.43070318078870723
122,"['gps', 'accelerometer', 'gyroscope', 'sensor', 'sensors', 'tracking', 'inertial', 'magnetometer', 'magnetometers', 'satellite']",0.6260991583601753
123,"['networks', 'communities', 'social', 'influence', 'network', 'community', 'socially', 'friends', 'cohesion', 'distrust']",0.31237102692186236
124,"['events', 'event', 'annotations', 'annotation', 'corpus', 'annotated', 'entity', 'extracting', 'triggers', 'coreference']",0.5766658269415353
125,"['attributes', 'products', 'advertisements', 'attribute', 'commerce', 'product', 'items', 'retailers', 'marketplaces', 'shopping']",0.4186582220351867
126,"['steganography', 'steganographic', 'steganalysis', 'watermarking', 'stegano', 'stegotexts', 'stegotext', 'watermark', 'covert', 'hide']",0.5161269790171127
127,"['retrieval', 'semantic', 'search', 'relevance', 'corpus', 'ranking', 'recall', 'retrieved', 'indexing', 'retrievers']",0.6666778507353561
128,"['bottleneck', 'concepts', 'classification', 'concept', 'annotations', 'features', 'compositional_concepts', 'models', 'concept_realignment', 'representations']",0.4525830308575514
129,"['valuation', 'valuing', 'shapley', 'value', 'data', 'values', 'ml', 'quantifying', 'usefulness', 'estimate']",0.46141016118786415
130,"['intrusions', 'attacks', 'intrusion', 'security', 'defenders', 'reinforcement', 'defence', 'defense', 'attack', 'attacker']",0.6614318457438781
131,"['kernels', 'nonparametric', 'kernel', 'stein', 'compression', 'distributions', 'unnormalised', 'gaussian', 'statistical', 'ksd']",0.3995969003089315
132,"['regularization', 'regularized', 'sparse', 'factorization', 'matrix', 'completion', 'matrices', 'overparameterization', 'minimization', 'rank']",0.6744304835020949
133,"['personality', 'personalities', 'traits', 'trait', 'profiles', 'conversational', 'personas', 'profile', 'extraversion', 'psychometrics']",0.5493726688666669
134,"['minds', 'mentalizing', 'mind', 'reasoning', 'cognition', 'mental', 'inferences', 'language', 'belief', 'think']",0.6081861413058346
135,"['summarizers', 'summarizer', 'summarizing', 'summarization', 'summarisation', 'summaries', 'summary', 'sentences', 'transcripts', 'paragraph']",0.5586768989550049
136,"['privacy', 'anonymization', 'privacyrestore', 'anonymized', 'anonymisation', 'disclosures', 'security', 'obfuscation', 'disclosure', 'incognitext']",0.2643298203273346
137,"['bound', 'generalization', 'bounds', 'learning', 'optimal', 'learnability', 'learnable', 'bayes', 'complexity', 'compression']",0.4634328668324937
138,"['solvers', 'symbolic', 'regression', 'expressions', 'formulas', 'formulagpt', 'variables', 'neural', 'discovering', 'mathematical']",0.46785685038213476
139,"['homomorphic', 'homomorphically', 'privacy', 'encryption', 'cryptographic', 'cryptonets', 'encrypted', 'confidentiality', 'confidential', 'secure']",0.8602067599062286
140,"['fraud', 'banking', 'classification', 'bank', 'banks', 'credit', 'fraudulent', 'lending', 'card', 'lenders']",0.4626469021173093
141,"['regularization', 'inversions', 'inverse', 'inversion', 'neural', 'deep', 'cnn', 'invertible', 'encoder', 'imaging']",0.3590567545284999
142,"['drug', 'pharmaceutical', 'drugclip', 'pharmacology', 'drugs', 'graphs', 'predicting', 'graph', 'proteins', 'molecular']",0.5766748194853406
143,"['documentation', 'datasets', 'dataset', 'researchers', 'developers', 'categories', 'repositories', 'frameworks', 'tools', 'guidelines']",0.512095213597283
144,"['unlearning', 'unlearn', 'forgetting', 'unlearned', 'erase', 'forget', 'erasure', 'remembering', 'forgotten', 'amnesiac']",0.6765352369992687
145,"['elasticity', 'deformation', 'elastic', 'microstructures', 'neural', 'multiscale', 'microstructure', 'mechanical', 'microscale', 'mechanics']",0.6870294445382276
146,"['auction', 'bidding', 'auctions', 'bids', 'bid', 'bidders', 'bandit', 'optimal', 'pricing', 'bidder']",0.9085998112729994
147,"['deformation', 'deforming', 'registration', 'pose', 'deformations', 'registrations', 'imaging', 'deformable', 'images', 'anatomy']",0.5037358444136228
148,"['learning', 'shot', 'classification', 'dataset', 'overfitting', 'trained', 'training', 'features', 'adaptation', 'labeled']",0.4355859806311102
149,"['rumors', 'tweets', 'rumor', 'news', 'blogging', 'credibility', 'virality', 'viral', 'textual', 'debunk']",0.4073202810974452
150,"['hallucination', 'hallucinations', 'hallucinating', 'hallucinate', 'hallucinatory', 'hallucinated', 'decoding', 'annotator', 'text', 'halludial']",0.5284786599828883
151,"['classifiers', 'classifier', 'annotations', 'spuriousness', 'generalization', 'misclassifies', 'attributes', 'features', 'spurious', 'labels']",0.4477713635424873
152,"['sparse', 'expert', 'experts', 'moe', 'models', 'specialization', 'sparsely', 'moerging', 'training', 'moes']",0.46360015128472776
153,"['models', 'knowledge', 'trained', 'training', 'teacher', 'students', 'distillation', 'teachers', 'distilling', 'model']",0.5815790115641113
154,"['reinforcement', 'agents', 'agent', 'learning', 'rewards', 'multiagent', 'reward', 'starcraft', 'cooperation', 'exploration']",0.7226659270243206
155,"['pathfinding', 'agents', 'planning', 'agent', 'paths', 'planner', 'robots', 'algorithms', 'robotics', 'robot']",0.6395907745196506
156,"['optimizing', 'optimizer', 'optimization', 'optimisation', 'optimal', 'metaheuristics', 'objective', 'pareto', 'metaheuristic', 'objectives']",0.5715376999287346
157,"['views', 'view', 'clustering', 'cluster', 'clusters', 'embedding', 'mvcan', 'representations', 'feature', 'learns']",0.4612827919402034
158,"['translations', 'translators', 'multilingual', 'lingual', 'translating', 'bilingual', 'translation', 'monolingual', 'translated', 'languages']",0.7341130622470967
159,"['hyperspectral', 'multispectral', 'spectral', 'supervised', 'imagery', 'sensing', 'classification', 'denoising', 'hyperview', 'images']",0.5186426955235383
160,"['gestures', 'gesture', 'gestureprint', 'touch', 'hands', 'hand', 'multimodal', 'touchpad', 'recognition', 'classifiers']",0.43795500970998213
161,"['multimodal', 'visual', 'captioning', 'mllm', 'modality', 'mllms', 'comprehension', 'textual', 'text', 'answering']",0.8162484807367105
162,"['multimodal', 'recommender', 'embeddings', 'modality', 'personalized', 'modal', 'recommendation', 'recommendations', 'collaborative', 'features']",0.6036021802461173
163,"['multimodal', 'modality', 'modal', 'supervised', 'unlearning', 'embeddings', 'unimodal', 'modalities', 'learning', 'learnt']",0.47306422975940493
164,"['multitask', 'merging', 'merge', 'combine', 'taskonomy', 'tasking', 'models', 'merged', 'tasks', 'task']",0.34078298474765767
165,"['videos', 'captioning', 'captions', 'vid', 'textual', 'videoqa', 'videotree', 'video', 'clips', 'multimodal']",0.48753208945276283
166,"['captioning', 'embedding', 'captions', 'caption', 'clip', 'visual', 'recognition', 'modality', 'generatively', 'retrieval']",0.5869881949978327
167,"['annotations', 'annotation', 'entities', 'entity', 'annotated', 'nlp', 'corpus', 'labeling', 'supervised', 'sentences']",0.6880089418520186
168,"['parsers', 'treebanks', 'treebank', 'parsing', 'parser', 'parses', 'parse', 'syntactic', 'corpus', 'grammars']",0.7282985426630053
169,"['embeddings', 'textual', 'nlp', 'similarity', 'embedding', 'semantic', 'word2vec', 'sentences', 'fasttext', 'similarities']",0.5946251962420644
170,"['texts', 'text', 'autextification', 'ai', 'mixtext', 'paraphrasing', 'linguistic', 'gram2vec', 'writing', 'plagiarism']",0.45540329090235715
171,"['spellchecking', 'corpus', 'speller', 'spell', 'spelling', 'misspelled', 'pinyin', 'diacritics', 'bspell', 'phonetic']",0.38401195299219476
172,"['nl2sql', 'database', 'sql', 'databases', 'querying', 'sqlfuse', 'queries', 'schemas', 'metasql', 'schema']",0.6392850781830572
173,"['imagenet', 'neural', 'rnn', 'supernet', 'architecture', 'architectures', 'nas', 'searching', 'networks', 'architectural']",0.6119327806813847
174,"['fmri', 'neuroimaging', 'networks', 'brain', 'connectome', 'connectivity', 'hippocampal', 'hippocampus', 'functional', 'embedding']",0.6050046764426364
175,"['linearization', 'koopman', 'linearizations', 'observables', 'operators', 'eigenfunctions', 'dynamical', 'nonlinear', 'dynamics', 'spectral']",0.6402487138541261
176,"['acoustic', 'bioacoustics', 'recordings', 'bioacoustic', 'birdnet', 'audio', 'supervised', 'recognizing', 'recognition', 'underwater']",0.3506555481011624
177,"['clicks', 'advertiser', 'recommender', 'ctr', 'feature', 'advertisers', 'prediction', 'ads', 'advertising', 'click']",0.5964316027644431
178,"['raman', 'spectroscopy', 'microscopy', 'nanoscale', 'microscope', 'spectroscopic', 'nanostructures', 'optical', 'optics', 'imaging']",0.3068192505129975
179,"['wasserstein', 'metrics', 'distances', 'metric', 'distance', 'measures', 'gaussian', 'distributions', 'optimal', 'embedding']",0.6092978825789931
180,"['optimizing', 'optimize', 'optimization', 'optimisation', 'optimal', 'hyperparameters', 'optimum', 'hyperparameter', 'algorithms', 'prior']",0.5220506840931397
181,"['optimizers', 'sgd', 'optimizer', 'gradient', 'gradients', 'adaptive', 'optimization', 'stochastic', 'adam', 'hessian']",0.7980582574732688
182,"['powerflownet', 'powerflowmultinet', 'networks', 'powergraph', 'grid', 'safepowergraph', 'grids', 'flow', 'blackout', 'optimal']",0.4125679112204431
183,"['quantization', 'quantizing', 'quantize', 'quantized', 'memory', 'compression', 'compressed', 'weights', 'compressing', 'bits']",0.8830527270141226
184,"['bandit', 'bandits', 'optimal', 'regret', 'optimality', 'reward', 'rewards', 'exploration', 'exploitation', 'guarantees']",0.7799219652727876
185,"['cloud', 'virtualization', 'scheduling', 'workloads', 'workload', 'microservices', 'microservice', 'supercomputing', 'service', 'aws']",0.39053876857923053
186,"['ridesharing', 'taxis', 'passengers', 'taxi', 'intercity', 'passenger', 'routes', 'trips', 'dispatching', 'vehicles']",0.6244601221851014
187,"['particles', 'particle', 'collider', 'lhc', 'qcd', 'detectors', 'quarks', 'quark', 'detector', 'lhcb']",0.6383134371780053
188,"['cnns', 'cracknet', 'convolutional', 'pavement', 'cracks', 'segmentation', 'efficientnetv2', 'pavements', 'yolov5', 'images']",0.6852718476189305
189,"['dialogues', 'dialogue', 'conversational', 'personas', 'persona', 'personachat', 'conversation', 'conversations', 'personalizing', 'profiles']",0.604159145849453
190,"['pdes', 'pde', 'learning', 'neural', 'solvers', 'pinn', 'nonlinear', 'pinns', 'solver', 'networks']",0.7446538539938069
191,"['faults', 'fault', 'detect', 'feature', 'detection', 'features', 'monitoring', 'machinery', 'wavelet', 'machines']",0.5459273728810563
