Human_Readable_Topic,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
11. Optimization Algorithms for Matrix Problems,1.1721055507659912,1.1441689729690552,1.209683895111084,1.1652618646621704,1.0786144733428955,1.1692167520523071,1.131001591682434,1.209168791770935,1.1835955381393433,1.1461375951766968,0.7977864146232605,1.1238206624984741,1.1005868911743164,1.0830078125,1.1794588565826416,1.2116658687591553,1.1780493259429932,1.1122664213180542,1.200099229812622,1.1598514318466187
12. Spatiotemporal Weather Forecasting and Climate Prediction,1.1741737127304077,1.1515697240829468,1.158982753753662,1.1800764799118042,1.108027696609497,1.1123002767562866,1.124467372894287,1.2004029750823975,1.1227134466171265,1.1569716930389404,1.1091374158859253,0.7860524654388428,1.1420269012451172,1.1738412380218506,1.1325950622558594,1.159346580505371,1.1856162548065186,1.1190136671066284,1.1534435749053955,1.163225531578064
13. Reinforcement Learning with Adaptive Control and Exploration,1.16078519821167,1.1555887460708618,1.2069438695907593,0.86058509349823,1.1535149812698364,1.1352158784866333,1.2020004987716675,1.1970583200454712,1.1799448728561401,0.8581312894821167,1.0939185619354248,1.1183725595474243,0.8034573197364807,0.8184359669685364,0.9399237036705017,1.1551796197891235,1.1898369789123535,1.1465001106262207,1.1666312217712402,1.1446305513381958
14. Reinforcement Learning with Policy Gradient Methods,1.0782222747802734,1.1017131805419922,1.1467876434326172,0.8389480710029602,1.0743129253387451,1.0614147186279297,1.1337811946868896,1.1468238830566406,1.1114544868469238,0.8105072975158691,1.033815622329712,1.053999423980713,0.7304439544677734,0.6910859942436218,0.8714730143547058,1.1284737586975098,1.111867070198059,1.0771607160568237,1.107914686203003,1.0635851621627808
15. Reinforcement Learning Methods,1.1123698949813843,1.113229751586914,1.1794201135635376,0.8769289255142212,1.098169207572937,1.0753072500228882,1.160488247871399,1.173170804977417,1.1490453481674194,0.8346908092498779,1.0647629499435425,1.044396996498108,0.7795164585113525,0.7887592911720276,0.8969369530677795,1.1308096647262573,1.1436357498168945,1.099563479423523,1.139613389968872,1.0889211893081665
16. Language Models and Social Biases,1.1701784133911133,1.1311705112457275,1.1189793348312378,1.1797711849212646,1.1887693405151367,0.9615421891212463,1.1325628757476807,1.0513935089111328,1.031042456626892,1.13633394241333,1.1585012674331665,1.1451892852783203,1.1735811233520508,1.1815088987350464,1.1460429430007935,0.7165130972862244,1.1251264810562134,1.158430576324463,1.0263351202011108,1.2122172117233276
17. Differentially Private Deep Learning and Synthetic Data Generation,0.9198752641677856,1.0665431022644043,1.110665202140808,1.070386528968811,1.0324429273605347,1.0486787557601929,1.0359269380569458,0.9824336767196655,1.0820962190628052,1.0464060306549072,1.0503380298614502,1.0480862855911255,1.0508884191513062,1.0520812273025513,1.0461535453796387,1.1137124300003052,0.744469165802002,1.0304802656173706,1.0981848239898682,0.9378724098205566
18. Graph Neural Networks and Architectures,1.0942050218582153,0.8029444217681885,1.1173731088638306,1.1048425436019897,1.0441080331802368,1.0292792320251465,1.0491615533828735,1.1277276277542114,1.0825093984603882,1.0851300954818726,1.0566136837005615,1.0188343524932861,1.0815038681030273,1.1128149032592773,1.0893200635910034,1.1703851222991943,1.093535304069519,0.7130387425422668,1.099671721458435,1.0640939474105835
19. Vision-Language Models (VLMs),1.070798635482788,1.0498261451721191,0.8193016648292542,1.019509196281433,1.012807846069336,0.8485463261604309,0.9661449790000916,0.9439865350723267,0.8743471503257751,1.0072274208068848,1.0676380395889282,1.0141111612319946,1.0560739040374756,1.1000818014144897,0.9448560476303101,0.9368113875389099,1.087884783744812,1.0445749759674072,0.7407495975494385,1.1394964456558228
20. Federated Learning for Distributed Systems,0.7049708962440491,1.0177545547485352,1.148675560951233,1.0172063112258911,1.081943154335022,1.066063404083252,1.1188530921936035,1.1277542114257812,1.1295281648635864,0.9733417630195618,1.0147994756698608,1.0514594316482544,0.9712135791778564,0.9803225994110107,1.027491807937622,1.1348432302474976,0.9991567134857178,1.0394229888916016,1.1180124282836914,0.6599065065383911
